date,Hs,Tp,Dir,Level,year,Hb,omega_hs,omega,state,month,season,total_duration,delta_t,state_duration,k,real_duration,duration_levels,RTR
726835.0,0.59227832125,9.31895475,51.0997255,-0.50664768,1990-01-02,0.9889309274868792,1.6394210832553082,2.7373519412014375,intermediate,January,Winter,0.0,,0.0,1,0.0,,1.213431561948922
726836.0,0.375778319,10.1467029,88.1753949,-0.5858775350000001,1990-01-03,0.7110068120355677,0.9552975351319836,1.8075099617432353,reflective,January,Winter,86400.0,86400.0,0.0,1,,,1.6877475429025435
726837.0,0.34902110375,9.6642833125,103.540824375,-0.51754618125,1990-01-04,0.6572757657019825,0.9315666162245821,1.7543241781161696,reflective,January,Winter,172800.0,86400.0,1.0,2,1.0,less than 1 day,1.825717701181905
726838.0,0.489212815,9.4764230375,112.7690365,-0.4204441493749999,1990-01-05,0.8543866315005745,1.3316352015880086,2.325636776854194,intermediate,January,Winter,259200.0,86400.0,0.0,1,,,1.4045163580010827
726839.0,0.51973398375,8.5693610125,84.34353625,-0.353113179,1990-01-06,0.8613956536897659,1.5644603387876448,2.592902096719389,intermediate,January,Winter,345600.0,86400.0,1.0,2,,,1.3930880598942323
726840.0,0.45931079625,9.5118171875,77.29076975,-0.34966424575,1990-01-07,0.8135591416191241,1.245589793980508,2.206264193817813,intermediate,January,Winter,432000.0,86400.0,2.0,3,,,1.4750003270958167
726841.0,0.6074923675,8.5335151625,85.066017625,-0.288346130875,1990-01-08,0.9742765621122055,1.836304690069117,2.9450059229444694,intermediate,January,Winter,518400.0,86400.0,3.0,4,,,1.2316831243465738
726842.0,0.69538940125,7.1837997125,59.547185125,-0.276304921875,1990-01-09,1.0132638493049744,2.4969263569555187,3.638314313292527,intermediate,January,Winter,604800.0,86400.0,4.0,5,,,1.1842917329214036
726843.0,0.4823970425,8.9652698125,85.080365125,-0.268866652375,1990-01-10,0.8263184760620925,1.3879478686233377,2.377475122382132,intermediate,January,Winter,691200.0,86400.0,5.0,6,5.0,between 1 and 7 days,1.4522245777665845
726844.0,0.325312265,9.3626168625,85.06980875,-0.356922059875,1990-01-11,0.6134761156463691,0.8962621744970889,1.6901773974345613,reflective,January,Winter,777600.0,86400.0,0.0,1,,,1.9560663722591045
726845.0,0.3131198512499999,9.687979375,103.7034275,-0.3897760181249999,1990-01-12,0.6031983881083627,0.8336989960606969,1.606049212733754,reflective,January,Winter,864000.0,86400.0,1.0,2,,,1.9893952365542855
726846.0,0.53256644,6.6276131125,32.26658,-0.30546567125,1990-01-13,0.7925748814550441,2.0727576620004715,3.0847149479510168,intermediate,January,Winter,950400.0,86400.0,0.0,1,,,1.5140525243456957
726847.0,0.43357565625,6.1554927125,46.25639375,-0.4473791535,1990-01-14,0.6527628789677616,1.8169122402354871,2.735423097841144,intermediate,January,Winter,1036800.0,86400.0,1.0,2,1.0,less than 1 day,1.8383398300736782
726848.0,0.310654155,7.675678599999999,74.36508825,-0.521938065,1990-01-15,0.5460933077916694,1.043980212848801,1.8351938917528814,reflective,January,Winter,1123200.0,86400.0,0.0,1,,,2.1974266721059896
726849.0,0.2454223875,9.91405775,107.204241875,-0.40305571625,1990-01-16,0.5009914654460821,0.6385495664611492,1.3034991889700018,reflective,January,Winter,1209600.0,86400.0,1.0,2,,,2.3952503840190604
726850.0,0.34937616625,9.742612,102.9019705,-0.356240992875,1990-01-17,0.6599380836276242,0.9250170759003314,1.747268575715254,reflective,January,Winter,1296000.0,86400.0,2.0,3,2.0,between 1 and 7 days,1.8183524027037519
